benchmark,kernel_cpu_millis,user_cpu_millis,wall_clock_millis
ls /etc,10,0,2.477927
ls /etc,0,0,2.9496700000000002
ls /etc,0,0,2.821898
ls /dev,0,0,2.734973
ls /etc,0,0,3.062343
ls /dev,0,0,3.327549
ls /dev,0,10,2.828186
ls /etc,10,0,2.842389
ls /etc,0,0,3.186636
ls /dev,0,0,3.292695
ls /etc,0,0,4.207144
ls /dev,10,0,4.398429
ls /etc,0,0,4.211905
ls /etc,0,0,3.03988
ls /etc,10,0,3.335714
ls /etc,0,0,2.252354
ls /etc,0,0,2.042937
ls /etc,0,0,2.169858
ls /etc,0,0,2.535959
ls /dev,0,0,2.533093
ls /etc,10,10,3.146708
ls /etc,0,0,3.3259700000000003
ls /etc,0,0,2.893034
ls /etc,0,0,2.995714
ls /etc,10,0,2.643983
ls /dev,0,0,3.354705
ls /dev,0,0,3.5737360000000002
ls /etc,0,0,3.716486
ls /dev,0,0,2.6934400000000003
ls /dev,0,0,1.8568669999999998
ls /etc,0,10,1.797485
ls /etc,10,0,1.8838979999999999
ls /etc,0,0,1.931195
ls /dev,0,0,2.27294
ls /etc,0,0,1.959269
ls /dev,0,0,1.833563
ls /etc,0,0,1.7848670000000002
ls /etc,0,0,1.791992
ls /dev,0,0,1.8004419999999999
ls /dev,0,0,1.717662
ls /dev,10,0,1.762584
ls /dev,0,0,1.867192
ls /dev,0,0,1.9666990000000002
ls /etc,0,0,2.155518
ls /dev,0,0,2.0426960000000003
ls /dev,0,0,1.90703
ls /dev,10,0,1.932893
ls /etc,0,0,1.929121
ls /etc,0,0,1.835491
ls /etc,0,10,1.7821829999999999
ls /dev,0,0,2.546764
ls /dev,0,0,2.053483
ls /etc,0,0,1.940183
ls /etc,0,0,1.9643629999999999
ls /etc,0,0,2.386286
ls /etc,10,0,2.582993
ls /etc,0,0,2.799849
ls /dev,0,10,2.6716219999999997
ls /dev,0,0,2.2995569999999996
ls /etc,0,0,2.2531090000000003
ls /etc,0,0,2.1137740000000003
ls /dev,0,0,2.199913
ls /dev,10,0,2.460007
ls /dev,0,0,2.504795
ls /etc,0,0,2.691257
ls /etc,0,0,2.0216309999999997
ls /dev,0,0,1.9335470000000001
ls /etc,0,10,2.1721039999999996
ls /etc,0,0,2.865201
ls /dev,0,0,3.1939070000000003
ls /etc,0,0,2.813378
ls /etc,10,0,2.840136
ls /dev,0,0,2.222112
ls /dev,0,0,2.661873
ls /etc,0,0,2.226271
ls /etc,0,0,2.04672
ls /etc,0,0,2.237343
ls /dev,0,10,2.179024
ls /etc,0,0,2.062871
ls /etc,10,0,1.9933020000000001
ls /etc,0,0,2.082811
ls /etc,0,0,1.849489
ls /etc,0,0,1.810119
ls /dev,0,0,2.074491
ls /dev,0,0,2.091126
ls /etc,0,0,2.158662
ls /etc,0,0,1.858393
ls /dev,10,0,2.068568
ls /etc,0,0,2.0526429999999998
ls /etc,0,0,2.49574
ls /etc,0,0,2.080537
ls /etc,0,10,1.970687
ls /dev,0,0,1.874522
ls /etc,0,0,2.0365919999999997
ls /etc,0,0,2.14013
ls /etc,0,0,2.796299
ls /etc,0,0,2.112721
ls /etc,10,0,2.555879
ls /dev,0,0,3.0329979999999996
ls /dev,0,0,2.5065299999999997
ls /dev,0,0,2.163477
ls /etc,0,0,1.983564
ls /etc,10,0,2.107684
ls /etc,0,0,1.9257199999999999
ls /etc,0,0,1.829014
ls /etc,0,0,2.09987
ls /dev,0,10,2.514463
ls /etc,0,0,1.9619170000000001
ls /etc,0,0,2.31214
ls /dev,10,0,1.8542109999999998
ls /dev,0,0,1.9643659999999998
ls /dev,0,0,1.791904
ls /etc,0,0,1.860086
ls /etc,0,0,2.9006629999999998
ls /dev,0,0,2.214345
ls /dev,0,0,1.82738
ls /etc,0,0,1.8992900000000001
ls /etc,0,10,2.020851
ls /dev,0,0,1.960958
ls /dev,0,0,2.465335
ls /etc,0,0,2.4135079999999998
ls /etc,0,0,1.934697
ls /etc,0,0,1.903624
ls /dev,0,0,2.0205800000000003
ls /dev,10,0,1.9093669999999998
ls /dev,0,0,1.905521
ls /dev,0,0,1.951111
ls /dev,0,0,1.8872389999999999
ls /etc,0,0,1.973532
ls /etc,0,0,2.266839
ls /dev,10,10,2.014118
ls /etc,0,0,2.060712
ls /dev,0,0,2.601172
ls /dev,0,0,2.005901
ls /etc,0,0,1.9527430000000001
ls /etc,0,0,1.911993
ls /dev,10,0,2.16871
ls /etc,0,0,1.897194
ls /etc,0,0,1.8678919999999999
ls /dev,0,0,2.07604
ls /etc,0,0,2.199848
ls /dev,0,0,2.669145
ls /dev,0,0,2.523451
ls /dev,10,0,2.932352
ls /dev,0,0,2.239685
ls /etc,0,0,2.0135520000000002
ls /dev,0,0,2.030219
ls /etc,0,0,2.380006
ls /dev,10,0,3.0004720000000002
ls /etc,0,10,3.171592
ls /etc,0,0,4.179259
